HANDLE	BLOCKNAME	BLOCK	NO	TRAY_SIZE	TRAY_HEIGHT	AT_SITE	NO_OF_LUGS	SystemId	SUPPORT_CODE	SUPPORT_NO	TRO_ANGLE	HANGER_SIZE	HANGER_HEIGHT	HANGER_TYPE_LABEL	HANGER_LENGTH	Local origin`s x-coord	Local origin`s y-coord	Local origin`s z-coord	SLOPE ANGLE	Object Weight
'B1E61E4	ELECT_HANGER_S-TYPE	1A1S	12	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1E6192	ELECT_HANGER_H-TYPE	1A1S	11	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=250)	<>	(1500)	<>	<>	<>	<>	<>
'B1E60F6	ELECT_HANGER_S-TYPE	1A1S	16	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=160	<>	<>	<>	<>	<>	<>	<>
'B1E60A4	ELECT_HANGER_H-TYPE	1A1S	07	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=160)	<>	(2100)	<>	<>	<>	<>	<>
'B1E0802	ELECT_HANGER_S-TYPE	2A1S	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1E07B0	ELECT_HANGER_S-TYPE	2A1S	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1E0760	ELECT_BRACKET	2A1S	E	<>	<>	<>	<>	<>	I-20-25	411	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E070F	ELECT_BRACKET	2A1S	E	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E06BE	ELECT_BRACKET	2A1S	E	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E066D	ELECT_BRACKET	2A1S	D	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E061C	ELECT_BRACKET	2A1S	C	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E05A1	ELECT_BRACKET	2A1S	C	<>	<>	<>	<>	<>	I-20-50	412	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E0550	ELECT_BRACKET	2A1S	B	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E04FF	ELECT_BRACKET	2A1S	B	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E04AC	ELECT_CWAY_TRAYBLOCK_A	2A1S	E	To-20-24.4		NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E0455	ELECT_CWAY_TRAYBLOCK_A	2A1S	D	To-20-4.2	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E03FE	ELECT_CWAY_TRAYBLOCK_A	2A1S	C	To-20-13.4		NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E03A7	ELECT_CWAY_TRAYBLOCK_A	2A1S	B	To-30-11	H=500	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E02FA	ELECT_HANGER_S-TYPE	2A1P	12	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1E02F3	ELECT_HANGER_S-TYPE	2A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=350	<>	<>	<>	<>	<>	<>	<>
'B1E029A	ELECT_HANGER_H-TYPE	2A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	300Ax2	H=500	<>	(900)	<>	<>	<>	<>	<>
'B1E01FE	ELECT_HANGER_S-TYPE	2A1P	15	<>	<>	NO	<>	<>	<>	<>	<>	250A	H=250	<>	<>	<>	<>	<>	<>	<>
'B1E01A8	ELECT_HANGER_S-TYPE	2A1P	14	<>	<>	NO	<>	<>	<>	<>	<>	250A	H=150	<>	<>	<>	<>	<>	<>	<>
'B1E00C6	ELECT_HANGER_S-TYPE	2A1P	13	<>	<>	NO	<>	<>	<>	<>	<>	250A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1E0075	ELECT_HANGER_S-TYPE	2A1P	06	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	(H=360)	<>	<>	<>	<>	<>	<>	<>
'B1E0023	ELECT_HANGER_H-TYPE	2A1P	05	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	(H=360)	<>	(1800)	<>	<>	<>	<>	<>
'B1DFFB7	ELECT_HANGER_S-TYPE	2A1P	03	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DFC51	ELECT_HANGER_S-TYPE	2A1P	03	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DFC00	ELECT_HANGER_S-TYPE	2A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	300Ax2	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DFBAF	ELECT_HANGER_S-TYPE	2A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	300Ax2	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DFB5E	ELECT_HANGER_S-TYPE	2A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	300Ax2	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DFB0D	ELECT_HANGER_S-TYPE	2A1P	11	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=500/400	<>	<>	<>	<>	<>	<>	<>
'B1DFABC	ELECT_HANGER_S-TYPE	2A1P	01	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DFA6B	ELECT_HANGER_S-TYPE	2A1P	01	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DFA1B	ELECT_BRACKET	2A1P	O	<>	<>	<>	<>	<>	I-40-50	410	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF9CA	ELECT_BRACKET	2A1P	O	<>	<>	<>	<>	<>	I-40-50	410	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF928	ELECT_BRACKET	2A1P	N	<>	<>	<>	<>	<>	I-40-35	407	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF8D7	ELECT_BRACKET	2A1P	N	<>	<>	<>	<>	<>	I-40-35	407	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF885	ELECT_BRACKET	2A1P	L	<>	<>	<>	<>	<>	I-40-35	407	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF834	ELECT_BRACKET	2A1P	L	<>	<>	<>	<>	<>	I-40-35/10	408	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF7E3	ELECT_BRACKET	2A1P	J	<>	<>	<>	<>	<>	I-40-35	407	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF792	ELECT_BRACKET	2A1P	J	<>	<>	<>	<>	<>	I-40-35	407	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF6F7	ELECT_BRACKET	2A1P	J	<>	<>	<>	<>	<>	I-40-25	406	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF6A6	ELECT_BRACKET	2A1P	I	<>	<>	<>	<>	<>	I-15-50	405	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF655	ELECT_BRACKET	2A1P	H	<>	<>	<>	<>	<>	I-15-50	405	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF604	ELECT_BRACKET	2A1P	H	<>	<>	<>	<>	<>	I-15-50	405	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF5B3	ELECT_BRACKET	2A1P	H	<>	<>	<>	<>	<>	I-15-25	411	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF562	ELECT_BRACKET	2A1P	G	<>	<>	<>	<>	<>	I-15-50	405	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF511	ELECT_BRACKET	2A1P	F	<>	<>	<>	<>	<>	I-15-40	403	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF476	ELECT_BRACKET	2A1P	F	<>	<>	<>	<>	<>	I-15-40	403	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF425	ELECT_BRACKET	2A1P	E	<>	<>	<>	<>	<>	I-15-40	403	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF3D4	ELECT_BRACKET	2A1P	E	<>	<>	<>	<>	<>	I-15-35	404	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF339	ELECT_BRACKET	2A1P	E	<>	<>	<>	<>	<>	I-15-40	403	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF2E8	ELECT_BRACKET	2A1P	D	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF296	ELECT_BRACKET	2A1P	D	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF245	ELECT_BRACKET	2A1P	C	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF1AA	ELECT_BRACKET	2A1P	B	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF159	ELECT_BRACKET	2A1P	B	<>	<>	<>	<>	<>	I-30-40	401	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF108	ELECT_BRACKET	2A1P	A	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF0B7	ELECT_BRACKET	2A1P	A	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF01C	ELECT_BRACKET	2A1P	A	<>	<>	<>	<>	<>	I-20-40	400	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEFCB	ELECT_BRACKET	5A1	P	<>	<>	<>	<>	<>	U-50-30	711	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEF76	ELECT_CWAY_TRAYBLOCK_A	2A1P	O	To-40-24.4		NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEF1F	ELECT_CWAY_TRAYBLOCK_A	2A1P	N	To-40-11.1	H=350	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEE0A	ELECT_CWAY_TRAY_BLOCK_TRO	2A1P	M	TRo-40	H=350	NO	<>	<>	<>	<>	40	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DED10	ELECT_CWAY_TRAYBLOCK_A	2A1P	L	To-40-10.3	H=350	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DECB9	ELECT_CWAY_TRAY_BLOCK_TRO	2A1P	K	TRo-40	H=350	NO	<>	<>	<>	<>	50	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEC63	ELECT_CWAY_TRAYBLOCK_A	2A1P	J	To-40-20		NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEC0C	ELECT_CWAY_TRAYBLOCK_A	2A1P	I	To-15-10	H=500	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEBB5	ELECT_CWAY_TRAYBLOCK_A	2A1P	H	To-15-24.4	H=500	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEB5E	ELECT_CWAY_TRAY_BLOCK_TRO	2A1P	G	TRo-15	H=500	NO	<>	<>	<>	<>	70	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEB08	ELECT_CWAY_TRAYBLOCK_A	2A1P	F	To-15-18.5	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEAB1	ELECT_CWAY_TRAYBLOCK_A	2A1P	E	To-15-24.4		NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEA5A	ELECT_CWAY_TRAYBLOCK_A	2A1P	D	To-30-24.4	H=500	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DEA03	ELECT_CWAY_TRAYBLOCK_A	2A1P	C	To-30-5.6	H=500	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DE955	ELECT_CWAY_TRAYBLOCK_A	2A1P	B	To-30-11		NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DE8FE	ELECT_CWAY_TRAYBLOCK_A	2A1P	A	To-20-22.3	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DE8A3	ELECT_HANGER_SX-TYPE	5A1	10	<>	<>	NO	<>	<>	<>	<>	<>	250A	H=250	TYPE "X1"	<>	<>	<>	<>	<>	<>
'B1DE850	ELECT_HANGER_S-TYPE	5A1	09	<>	<>	NO	<>	<>	<>	<>	<>	250A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE7AE	ELECT_HANGER_S-TYPE	5A1	08	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE75D	ELECT_HANGER_S-TYPE	5A1	08	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE70C	ELECT_HANGER_S-TYPE	5A1	08	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE6BB	ELECT_HANGER_S-TYPE	5A1	12	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE66A	ELECT_HANGER_S-TYPE	5A1	13	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE619	ELECT_HANGER_S-TYPE	5A1	13	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE5C8	ELECT_HANGER_S-TYPE	5A1	11	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE577	ELECT_HANGER_S-TYPE	5A1	11	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE526	ELECT_HANGER_S-TYPE	5A1	13	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DE433	ELECT_HANGER_S-TYPE	5A1	12	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE3E2	ELECT_HANGER_S-TYPE	5A1	12	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE391	ELECT_HANGER_S-TYPE	5A1	04	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DE33B	ELECT_HANGER_S-TYPE	5A1	04	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DE2E7	ELECT_HANGER_H-TYPE	5A1	03	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	(600)	<>	<>	<>	<>	<>
'B1DE243	ELECT_HANGER_S-TYPE	5A1	14	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=130)	<>	<>	<>	<>	<>	<>	<>
'B1DE1ED	ELECT_HANGER_S-TYPE	5A1	04	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DE19B	ELECT_HANGER_H-TYPE	5A1	02	<>	<>	NO	<>	<>	<>	<>	<>	600Ax2	(H=360)	<>	(1800)	<>	<>	<>	<>	<>
'B1DE148	ELECT_HANGER_S-TYPE	3A1S	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE0F7	ELECT_HANGER_S-TYPE	3A1S	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE0A6	ELECT_HANGER_S-TYPE	3A1S	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DE004	ELECT_BRACKET	3A1S	E	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDFFE	ELECT_BRACKET	3A1S	E	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDFA2	ELECT_BRACKET	3A1S	D	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDF00	ELECT_BRACKET	3A1S	D	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDEAF	ELECT_BRACKET	3A1S	C	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDE5E	ELECT_BRACKET	3A1S	C	<>	<>	<>	<>	<>	I-15-25	501	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDDBC	ELECT_BRACKET	3A1S	C	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDD6B	ELECT_BRACKET	3A1S	B	<>	<>	<>	<>	<>	I-20-40	504	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDD1A	ELECT_BRACKET	3A1S	B	<>	<>	<>	<>	<>	I-20-50	503	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDC7F	ELECT_BRACKET	3A1S	B	<>	<>	<>	<>	<>	I-20-50	503	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDC2C	ELECT_CWAY_TRAYBLOCK_A	3A1S	E	To-15-24.4	H=500	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDB7E	ELECT_CWAY_TRAYBLOCK_A	3A1S	C	To-15-24.4	H=500	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDB27	ELECT_CWAY_TRAYBLOCK_A	3A1S	B	To-20-24.4		NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDAD0	ELECT_CWAY_TRAYBLOCK_A	3A1S	A	To-20-3.2	H=500	YES	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDA7A	ELECT_HANGER_S-TYPE	3A1P	08	<>	<>	NO	<>	<>	<>	<>	<>	250A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DDA29	ELECT_HANGER_S-TYPE	3A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DD9D8	ELECT_HANGER_S-TYPE	3A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DD986	ELECT_HANGER_H-TYPE	3A1P	06	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=280)	<>	(600)	<>	<>	<>	<>	<>
'B1DD932	ELECT_HANGER_H-TYPE	3A1P	05	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	(H=360)	<>	(2100)	<>	<>	<>	<>	<>
'B1DD8DF	ELECT_HANGER_S-TYPE	3A1P	04	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DD88E	ELECT_HANGER_S-TYPE	3A1P	03	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=430	<>	<>	<>	<>	<>	<>	<>
'B1DD83D	ELECT_HANGER_S-TYPE	3A1P	03	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=430	<>	<>	<>	<>	<>	<>	<>
'B1DD7EC	ELECT_HANGER_S-TYPE	3A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=430	<>	<>	<>	<>	<>	<>	<>
'B1DD79B	ELECT_HANGER_S-TYPE	3A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=430	<>	<>	<>	<>	<>	<>	<>
'B1DD6F9	ELECT_HANGER_S-TYPE	3A1P	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DD6A9	ELECT_BRACKET	3A1P	F	<>	<>	<>	<>	<>	I-20-25	505	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD658	ELECT_BRACKET	3A1P	F	<>	<>	<>	<>	<>	I-20-50	503	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD5BD	ELECT_BRACKET	3A1P	F	<>	<>	<>	<>	<>	I-20-40	504	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD56C	ELECT_BRACKET	3A1P	E	<>	<>	<>	<>	<>	I-20-50	503	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD51B	ELECT_BRACKET	3A1P	D	<>	<>	<>	<>	<>	I-20-43	502	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD4CA	ELECT_BRACKET	3A1P	D	<>	<>	<>	<>	<>	I-20-50	503	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD479	ELECT_BRACKET	3A1P	C	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD428	ELECT_BRACKET	3A1P	B	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD3D7	ELECT_BRACKET	3A1P	B	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD386	ELECT_BRACKET	3A1P	A	<>	<>	<>	<>	<>	I-15-25	501	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD335	ELECT_BRACKET	3A1P	A	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD2E4	ELECT_BRACKET	3A1P	A	<>	<>	<>	<>	<>	I-15-50	500	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD291	ELECT_CWAY_TRAYBLOCK_A	3A1P	F	To-20-24.4	H=500	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD195	ELECT_CWAY_TRAYBLOCK_A	3A1P	D	To-20-11.3		NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD0E7	ELECT_CWAY_TRAYBLOCK_A	3A1P	B	To-15-24.4	H=500	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD090	ELECT_CWAY_TRAYBLOCK_A	3A1P	A	To-15-24.4	H=500	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DD036	ELECT_HANGER_S-TYPE	4A1S	02	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DCFE5	ELECT_HANGER_S-TYPE	4A1S	03	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DCF95	ELECT_BRACKET	4A1S	D	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCF44	ELECT_BRACKET	4A1S	D	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCEF3	ELECT_BRACKET	4A1S	C	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCE58	ELECT_BRACKET	4A1S	C	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCE07	ELECT_BRACKET	4A1S	C	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCDB6	ELECT_BRACKET	4A1S	B	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCD28	ELECT_BRACKET	4A1S	D	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCCD7	ELECT_BRACKET	4A1S	A	<>	<>	<>	<>	<>	I-20-60	605	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCBD6	ELECT_CWAY_TRAYBLOCK_A	4A1S	B	To-15-13.6	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCA2D	ELECT_HANGER_S-TYPE	4A1P	11	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	(H=180)	<>	<>	<>	<>	<>	<>	<>
'B1DC290	ELECT_HANGER_S-TYPE	4A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DC332	ELECT_HANGER_S-TYPE	4A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=280)	<>	<>	<>	<>	<>	<>	<>
'B1DC2E1	ELECT_HANGER_S-TYPE	4A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=130)	<>	<>	<>	<>	<>	<>	<>
'B1DC19C	ELECT_HANGER_H-TYPE	4A1P	05	<>	<>	NO	<>	<>	<>	<>	<>	200A	(H=230)	<>	(900)	<>	<>	<>	<>	<>
'B1DC149	ELECT_HANGER_S-TYPE	4A1P	10	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DC0A7	ELECT_HANGER_S-TYPE	4A1P	04	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=400	<>	<>	<>	<>	<>	<>	<>
'B1DC055	ELECT_HANGER_S-TYPE	6A1	05	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=300	<>	<>	<>	<>	<>	<>	<>
'B1DBFBB	ELECT_HANGER_S-TYPE	4A1P	03	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1DBF6A	ELECT_HANGER_S-TYPE	4A1P	02	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1DBEC8	ELECT_HANGER_S-TYPE	4A1P	01	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=400/300	<>	<>	<>	<>	<>	<>	<>
'B1DBE78	ELECT_BRACKET	4A1P	I	<>	<>	<>	<>	<>	I-20-50	603	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DBE27	ELECT_BRACKET	4A1P	H	<>	<>	<>	<>	<>	I-20-50	603	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
