HANDLE	BLOCKNAME	BLOCK	NO	TRAY_SIZE	TRAY_HEIGHT	AT_SITE	NO_OF_LUGS	SystemId	SUPPORT_CODE	SUPPORT_NO	TRO_ANGLE	HANGER_SIZE	HANGER_HEIGHT	HANGER_TYPE_LABEL	HANGER_LENGTH	Local origin`s x-coord	Local origin`s y-coord	Local origin`s z-coord	SLOPE ANGLE	Object Weight
'B204A1A	ELECT_BRACKET	1A1S	J	<>	<>	<>	<>	<>	I-25-30	315	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B204A14	ELECT_BRACKET	1A1S	J	<>	<>	<>	<>	<>	I-25-30	315	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B204A0E	ELECT_BRACKET	1A1S	I	<>	<>	<>	<>	<>	I-25-35	314	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B204A08	ELECT_BRACKET	1A1S	I	<>	<>	<>	<>	<>	I-25-35	314	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049F6	ELECT_BRACKET	1A1S	A	<>	<>	<>	<>	<>	I-40-55	319	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049F0	ELECT_BRACKET	1A1S	A	<>	<>	<>	<>	<>	I-40-55	319	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049E7	ELECT_CWAY_TRAYBLOCK_A	1A1S	P	To-30-3	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049DE	ELECT_CWAY_TRAY_BLOCK_TRO	1A1S	O	TRo-30	H=450	NO	<>	<>	<>	<>	45	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049D5	ELECT_CWAY_TRAYBLOCK_A	1A1S	N	To-30-6	H=450	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049CC	ELECT_CWAY_TRAY_BLOCK_TRO	1A1S	M	TRo-30	H=450	NO	<>	<>	<>	<>	45	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B2049C3	ELECT_CWAY_TRAYBLOCK_A	1A1S	L	To-30-11.3	H=450	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F966E	ELECT_BRACKET	1A1P	S	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F944F	ELECT_HANGER_S-TYPE	1A1P	18	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F9448	ELECT_HANGER_S-TYPE	1A1P	18	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F9441	ELECT_HANGER_S-TYPE	1A1P	18	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F9439	ELECT_HANGER_S-TYPE	1A1P	17	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F9432	ELECT_HANGER_S-TYPE	1A1P	17	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F942B	ELECT_HANGER_S-TYPE	1A1P	17	<>	<>	NO	<>	<>	<>	<>	<>	500Ax2	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F9422	ELECT_HANGER_H-TYPE	1A1P	16	<>	<>	NO	<>	<>	<>	<>	<>	500A	H=550	<>	(900)	<>	<>	<>	<>	<>
'B1F941A	ELECT_HANGER_S-TYPE	1A1P	20	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=410	<>	<>	<>	<>	<>	<>	<>
'B1F9413	ELECT_HANGER_S-TYPE	1A1P	20	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=410	<>	<>	<>	<>	<>	<>	<>
'B1F9406	ELECT_HANGER_S-TYPE	1A1P	21	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=250	<>	<>	<>	<>	<>	<>	<>
'B1F93AD	ELECT_BRACKET	1A1P	V	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F93A7	ELECT_BRACKET	1A1P	U	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F93A1	ELECT_BRACKET	1A1P	U	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F939B	ELECT_BRACKET	1A1P	U	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9395	ELECT_BRACKET	1A1P	S	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F938F	ELECT_BRACKET	1A1P	Q	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9389	ELECT_BRACKET	1A1P	Q	<>	<>	<>	<>	<>	I-40-45/20	307	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9383	ELECT_BRACKET	1A1P	O	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F937D	ELECT_BRACKET	1A1P	O	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9377	ELECT_BRACKET	1A1P	C	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F936B	ELECT_BRACKET	1A1P	B	<>	<>	<>	<>	<>	I-40-55	319	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9365	ELECT_BRACKET	1A1P	B	<>	<>	<>	<>	<>	I-40-41	313	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F935F	ELECT_BRACKET	1A1P	Y	<>	<>	<>	<>	<>	I-25-25	316	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9358	ELECT_BRACKET	1A1P	X	<>	<>	<>	<>	<>	I-25-15	321	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9334	ELECT_BRACKET	1A1P	A	<>	<>	<>	<>	<>	I-40-41	313	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F9328	ELECT_BRACKET	1A1P	A	<>	<>	<>	<>	<>	I-40-55	319	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92ED	ELECT_CWAY_TRAYBLOCK_A	1A1P	V	To-30-16.6	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92E5	ELECT_CWAY_TRAYBLOCK_A	1A1P	U	To-30-24.4	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92DC	ELECT_CWAY_TRAYBLOCK_A	1A1P	S	To-40-3.5	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92D4	ELECT_CWAY_TRAY_BLOCK_TRO	1A1P	R	TRo-40	H=450	NO	<>	<>	<>	<>	40	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92CC	ELECT_CWAY_TRAYBLOCK_A	1A1P	Q	To-40-8.8	H=450	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92C3	ELECT_CWAY_TRAY_BLOCK_TRO	1A1P	P	TRo-40	H=450	NO	<>	<>	<>	<>	50	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92B2	ELECT_CWAY_TRAYBLOCK_A	1A1P	C	To-30-16.1		NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F92AA	ELECT_CWAY_TRAYBLOCK_A	1A1P	B	To-40-15.4		NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F176F	ELECT_CWAY_TRAYBLOCK_A	1A1P	K	To-30-24.4	H=450	NO	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1765	ELECT_BRACKET	1A1P	G	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F175A	ELECT_CWAY_TRAYBLOCK_A	1A1P	G	To-30-5.6	H=450	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F15BD	ELECT_HANGER_HV-TYPE	1A2	06	<>	<>	NO	<>	<>	<>	<>	<>	300A	DH=270	TYPE "H3"	(600)	<>	<>	<>	<>	<>
'B1F15B3	ELECT_HANGER_HV-TYPE	1A2	04	<>	<>	NO	<>	<>	<>	<>	<>	300A	DH=220	TYPE "H3"	(1800)	<>	<>	<>	<>	<>
'B1F1383	ELECT_HANGER_H-TYPE	1A1P	15	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	(H=330)	<>	(2400)	<>	<>	<>	<>	<>
'B1F137B	ELECT_HANGER_S-TYPE	1A1P	14	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	(H=330)	<>	<>	<>	<>	<>	<>	<>
'B1F1373	ELECT_HANGER_S-TYPE	1A1P	13	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=330)	<>	<>	<>	<>	<>	<>	<>
'B1F136C	ELECT_HANGER_S-TYPE	1A1P	13	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=330)	<>	<>	<>	<>	<>	<>	<>
'B1F1363	ELECT_HANGER_H-TYPE	1A1P	12	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=330)	<>	(1200)	<>	<>	<>	<>	<>
'B1F135C	ELECT_HANGER_S-TYPE	1A1P	13	<>	<>	NO	<>	<>	<>	<>	<>	300A	(H=330)	<>	<>	<>	<>	<>	<>	<>
'B1F1353	ELECT_HANGER_SX-TYPE	1A2	07	<>	<>	NO	<>	<>	<>	<>	<>	300A	DH=320	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1F1328	ELECT_HANGER_SX-TYPE	1A2	05	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=300	TYPE "X1"	<>	<>	<>	<>	<>	<>
'B1F131D	ELECT_HANGER_SX-TYPE	1A2	03	<>	<>	NO	<>	<>	<>	<>	<>	300A	DH=200	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1F1315	ELECT_HANGER_SX-TYPE	1A2	03	<>	<>	NO	<>	<>	<>	<>	<>	300A	DH=200	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1F130C	ELECT_HANGER_SX-TYPE	1A2	08	<>	<>	NO	<>	<>	<>	<>	<>	200A	(DH=200)	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1F1303	ELECT_HANGER_SX-TYPE	1A2	09	<>	<>	NO	<>	<>	<>	<>	<>	200A	(DH=80)	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1F12FB	ELECT_HANGER_S-TYPE	1A1P	19	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=350	<>	<>	<>	<>	<>	<>	<>
'B1F12F1	ELECT_HANGER_S-TYPE	1A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12EA	ELECT_HANGER_S-TYPE	1A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12E2	ELECT_HANGER_S-TYPE	1A1P	10	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12D8	ELECT_HANGER_S-TYPE	1A1P	08	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=350	<>	<>	<>	<>	<>	<>	<>
'B1F12D1	ELECT_HANGER_S-TYPE	1A1P	08	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=350	<>	<>	<>	<>	<>	<>	<>
'B1F12CA	ELECT_HANGER_S-TYPE	1A1P	11	<>	<>	NO	<>	<>	<>	<>	<>	150A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12C3	ELECT_HANGER_S-TYPE	1A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12BC	ELECT_HANGER_S-TYPE	1A1P	09	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=450	<>	<>	<>	<>	<>	<>	<>
'B1F12B4	ELECT_HANGER_S-TYPE	1A2	01	<>	<>	NO	<>	<>	<>	<>	<>	300A	H=600	<>	<>	<>	<>	<>	<>	<>
'B1F12AE	ELECT_BRACKET	1A1P	F	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F12A8	ELECT_BRACKET	1A1P	F	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F12A1	ELECT_BRACKET	1A1P	H	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F129B	ELECT_BRACKET	1A1P	H	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1295	ELECT_BRACKET	1A1P	H	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F128F	ELECT_BRACKET	1A2	A	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1289	ELECT_BRACKET	1A2	A	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1283	ELECT_BRACKET	1A2	A	<>	<>	<>	<>	<>	I-30-60	300	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F127D	ELECT_BRACKET	1A1P	T	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1277	ELECT_BRACKET	1A1P	T	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1271	ELECT_BRACKET	1A1P	T	<>	<>	<>	<>	<>	I-40-45	308	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F126B	ELECT_BRACKET	1A1P	N	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1265	ELECT_BRACKET	1A1P	N	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F125F	ELECT_BRACKET	1A1P	L	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1259	ELECT_BRACKET	1A1P	K	<>	<>	<>	<>	<>	I-30-45/35	309	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1253	ELECT_BRACKET	1A1P	K	<>	<>	<>	<>	<>	I-30-45/20	312	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F124D	ELECT_BRACKET	1A1P	K	<>	<>	<>	<>	<>	E-35-45/35	304	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1247	ELECT_BRACKET	1A1P	I	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1241	ELECT_BRACKET	1A1P	I	<>	<>	<>	<>	<>	E-35-45/35	304	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F123B	ELECT_BRACKET	1A1P	E	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1235	ELECT_BRACKET	1A1P	E	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F122F	ELECT_BRACKET	1A1P	E	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1229	ELECT_BRACKET	1A1P	D	<>	<>	<>	<>	<>	I-30-45	301	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1221	ELECT_CWAY_TRAYBLOCK_A	1A2	A	To-30-18.5		YES	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1219	ELECT_CWAY_TRAYBLOCK_A	1A1P	H	To-30-24.4	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1210	ELECT_CWAY_TRAYBLOCK_A	1A1P	F	To-30-7	H=450	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1208	ELECT_CWAY_TRAYBLOCK_A	1A1P	T	To-40-24.4	H=450	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F1200	ELECT_CWAY_TRAYBLOCK_A	1A1P	N	To-30-8.5	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11F7	ELECT_CWAY_TRAY_BLOCK_TRO	1A1P	M	TRo-30	H=450	NO	<>	<>	<>	<>	30	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11ED	ELECT_CWAY_TRAYBLOCK_A	1A1P	L	To-30-2.9	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11E4	ELECT_CWAY_TRAY_BLOCK_TRO	1A1P	J	TRo-30	H=450	NO	<>	<>	<>	<>	30	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11DC	ELECT_CWAY_TRAYBLOCK_A	1A1P	I	To-30-16.8	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11D4	ELECT_CWAY_TRAYBLOCK_A	1A1P	E	To-30-24.4	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1F11CC	ELECT_CWAY_TRAYBLOCK_A	1A1P	D	To-30-10.5	H=450	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DF979	ELECT_BRACKET	2A1P	O	<>	<>	<>	<>	<>	I-40-40	409	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DDBD5	ELECT_CWAY_TRAYBLOCK_A	3A1S	D	To-15-24.4	H=500	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DC23F	ELECT_HANGER_S-TYPE	4A1P	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DC1EE	ELECT_HANGER_S-TYPE	4A1P	06	<>	<>	NO	<>	<>	<>	<>	<>	200A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1E7CA6	ELECT_BRACKET	4A1P	J	<>	<>	<>	<>	<>	I-20-50/40	606	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7C55	ELECT_BRACKET	4A1P	J	<>	<>	<>	<>	<>	I-20-50/40	606	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DB96F	ELECT_BRACKET	4A1P	C	<>	<>	<>	<>	<>	I-15-40	600	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DB337	ELECT_CWAY_TRAYBLOCK_A	4A1P	B	To-15-24.4	H=350	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DB29F	ELECT_CWAY_TRAYBLOCK_A	4A1P	A	To-15-24.4	H=350	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCC84	ELECT_CWAY_TRAYBLOCK_A	4A1S	D	To-15-24.4	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DCC2D	ELECT_CWAY_TRAYBLOCK_A	4A1S	C	To-15-24.4	H=400	NO	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DA981	ELECT_CWAY_TRAYBLOCK_A	5A1	I	To-15-19	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E880C	ELECT_CWAY_TRAYBLOCK_A	5A1	G	To-50-6.6	H=400	NO	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7F34	ELECT_BRACKET	5A1	N	<>	<>	<>	<>	<>	E-66-40	709	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7EE3	ELECT_BRACKET	5A1	N	<>	<>	<>	<>	<>	E-66-40	709	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1DA190	ELECT_HANGER_S-TYPE	6A1	05	<>	<>	NO	<>	<>	<>	<>	<>	200A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DA2D4	ELECT_HANGER_S-TYPE	6A1	06	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DA283	ELECT_HANGER_S-TYPE	6A1	06	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DA232	ELECT_HANGER_S-TYPE	6A1	06	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1DA1E1	ELECT_HANGER_S-TYPE	6A1	06	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1E842A	ELECT_HANGER_S-TYPE	1A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	250A	(H=350/250)	<>	<>	<>	<>	<>	<>	<>
'B1E824A	ELECT_HANGER_S-TYPE	2A1P	07	<>	<>	NO	<>	<>	<>	<>	<>	400A	H=350	<>	<>	<>	<>	<>	<>	<>
'B1E81B6	ELECT_HANGER_S-TYPE	3A1P	01	<>	<>	NO	<>	<>	<>	<>	<>	200A	H=500	<>	<>	<>	<>	<>	<>	<>
'B1E8027	ELECT_BRACKET	5A1	Q	<>	<>	<>	<>	<>	I-15-30	710	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7FD6	ELECT_BRACKET	5A1	Q	<>	<>	<>	<>	<>	I-15-30	710	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7E92	ELECT_BRACKET	5A1	B	<>	<>	<>	<>	<>	I-20-40	703	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7E41	ELECT_BRACKET	5A1	B	<>	<>	<>	<>	<>	I-20-40	703	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7DF0	ELECT_BRACKET	5A1	R	<>	<>	<>	<>	<>	I-15-30	710	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7D9F	ELECT_BRACKET	5A1	R	<>	<>	<>	<>	<>	I-15-30	710	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7C04	ELECT_BRACKET	4A1P	K	<>	<>	<>	<>	<>	I-20-50	603	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7BB3	ELECT_BRACKET	2A1P	D	<>	<>	<>	<>	<>	I-30-50	402	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E7B61	ELECT_HANGER_S-TYPE	2A1P	10	<>	<>	NO	<>	<>	<>	<>	<>	400Ax2	H=500	<>	<>	<>	<>	<>	<>	<>
'B1E7A19	ELECT_CWAY_TRAY_BLOCK_TRO	5A1	M	TRo-50	H=400	NO	<>	<>	<>	<>	38	<>	<>	<>	<>	<>	<>	<>	<>	<>
'B1E79BF	ELECT_HANGER_H-TYPE	2A1P	08	<>	<>	NO	<>	<>	<>	<>	<>	400A	(H=280)	<>	(1800)	<>	<>	<>	<>	<>
'B1E6D70	ELECT_HANGER_S-TYPE	1A1S	02	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=150)	<>	<>	<>	<>	<>	<>	<>
'B1E6D1F	ELECT_HANGER_S-TYPE	1A1S	02	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=150)	<>	<>	<>	<>	<>	<>	<>
'B1E6CCE	ELECT_HANGER_S-TYPE	1A1S	02	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=150)	<>	<>	<>	<>	<>	<>	<>
'B1E6C7A	ELECT_HANGER_H-TYPE	1A1S	03	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=180)	<>	(1200)	<>	<>	<>	<>	<>
'B1E6BDC	ELECT_HANGER_H-TYPE	1A1S	09	<>	<>		<>	<>	<>	<>	<>	150A	(H=300)	<>	(1500)	<>	<>	<>	<>	<>
'B1E6B7D	ELECT_HANGER_S-TYPE	1A1S	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300)	<>	<>	<>	<>	<>	<>	<>
'B1E6B2C	ELECT_HANGER_S-TYPE	1A1S	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300)	<>	<>	<>	<>	<>	<>	<>
'B1E6ADB	ELECT_HANGER_S-TYPE	1A1S	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300)	<>	<>	<>	<>	<>	<>	<>
'B1E6A8A	ELECT_HANGER_S-TYPE	1A1S	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300)	<>	<>	<>	<>	<>	<>	<>
'B1E6A39	ELECT_HANGER_S-TYPE	1A1S	08	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300)	<>	<>	<>	<>	<>	<>	<>
'B1E6816	ELECT_HANGER_H-TYPE	1A1P	06	<>	<>	NO	<>	<>	<>	<>	<>	250A	(H=350/250)	<>	(600)	<>	<>	<>	<>	<>
'B1E67C0	ELECT_HANGER_SX-TYPE	1A1P	24	<>	<>	NO	<>	<>	<>	<>	<>	150A	DH=100	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1E676C	ELECT_HANGER_SX-TYPE	1A1P	25	<>	<>	NO	<>	<>	<>	<>	<>	150A	DH=50	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1E6718	ELECT_HANGER_SX-TYPE	1A1P	25	<>	<>	NO	<>	<>	<>	<>	<>	150A	DH=50	TYPE "S3"	<>	<>	<>	<>	<>	<>
'B1E66C5	ELECT_HANGER_S-TYPE	1A1P	29	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=180)	<>	<>	<>	<>	<>	<>	<>
'B1E6674	ELECT_HANGER_S-TYPE	1A1P	28	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1E6623	ELECT_HANGER_S-TYPE	1A1P	28	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=230)	<>	<>	<>	<>	<>	<>	<>
'B1E65D2	ELECT_HANGER_S-TYPE	1A1P	29	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=180)	<>	<>	<>	<>	<>	<>	<>
'B1E6580	ELECT_HANGER_H-TYPE	1A1P	27	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300/200)	<>	(900)	<>	<>	<>	<>	<>
'B1E652D	ELECT_HANGER_S-TYPE	1A1P	26	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=300/200)	<>	<>	<>	<>	<>	<>	<>
'B1E6237	ELECT_HANGER_H-TYPE	1A1P	23	<>	<>	NO	<>	<>	<>	<>	<>	150A	(H=250)	<>	(2100)	<>	<>	<>	<>	<>
